"","ADM","BF.B","BG","CAG","CHD","CL","CLX","COST","CPB","DG","DLTR","EL","GIS","HRL","HSY","K","KDP","KHC","KMB","KO","KR","LW","MDLZ","MKC","MNST","MO","PEP","PG","PM","SJM","STZ","SYY","TAP","TGT","TSN","WBA","WMT"
"1","58.0896682739258","70.6328659057617","74.9543991088867","32.1552391052246","81.2558746337891","76.1772384643555","158.763931274414","371.018310546875","41.7134590148926","207.417297363281","101.190002441406","291.625244140625","55.2629737854004","44.6195793151855","163.026138305664","54.5066566467285","31.9787750244141","36.2359504699707","117.230583190918","50.0088539123535","37.2982368469238","76.8635330200195","58.4952430725098","82.8168792724609","46.0200004577637","38.5884399414062","135.851287841797","124.280158996582","85.4587936401367","120.714920043945","217.471328735352","72.1575698852539","51.5028533935547","218.621673583984","67.8964309692383","44.9031257629395","43.604190826416"
"2","57.9017906188965","70.308464050293","74.5711212158203","32.0565414428711","81.2462005615234","76.0369186401367","160.288055419922","376.178863525391","41.7500801086426","208.260665893555","100.879997253418","290.68701171875","55.3272972106934","44.5449371337891","163.054580688477","54.294303894043","32.4264221191406","35.9874534606934","117.837303161621","50.1928443908691","37.5338172912598","77.0082702636719","58.6912879943848","82.9023818969727","45.8899993896484","38.5476341247559","136.055236816406","124.326835632324","85.322265625","120.162567138672","216.277801513672","71.9430465698242","50.7725143432617","221.838760375977","68.4870758056641","44.7647743225098","43.805591583252"
"3","57.5448379516602","69.5737991333008","74.7767791748047","31.6438388824463","80.3847579956055","75.0641326904297","158.580307006836","375.977416992188","41.4112510681152","207.523941040039","101.48999786377","292.495788574219","54.4083938598633","44.2556838989258","161.25617980957","53.5723114013672","32.1652946472168","35.6235847473145","117.991233825684","49.7880668640137","36.9307136535645","76.1688232421875","58.1871719360352","81.8098220825195","45.1549987792969","38.3681182861328","134.266220092773","124.149368286133","85.3649444580078","118.818405151367","215.844696044922","72.0736236572266","50.5876235961914","221.932281494141","68.1363983154297","45.0328330993652","43.4635353088379"
"4","57.9487609863281","70.6710205078125","75.057243347168","31.7784080505371","80.5105819702148","75.3541030883789","158.341613769531","376.073272705078","41.3929328918457","207.349411010742","99.3399963378906","298.609283447266","54.3532600402832","44.2276992797852","163.168106079102","53.886589050293","32.2585487365723","35.827709197998","118.688491821289","50.0364456176758","36.8930244445801","77.2205429077148","58.4859085083008","81.971321105957","45.0699996948242","38.7026748657227","135.026336669922","124.233444213867","85.5203704833984","118.367301940918","217.529113769531","72.0363082885742","50.809497833252","224.29833984375","68.5516738891602","45.0501251220703","43.7672271728516"
"5","57.7327117919922","71.6632995605469","73.9541397094727","31.9847717285156","81.5269012451172","76.1959533691406","162.188552856445","378.413726806641","41.9057579040527","205.420379638672","98.3499984741211","305.622222900391","54.7943344116211","44.5635986328125","165.752075195312","54.3027992248535","32.5103530883789","36.111701965332","120.499565124512","49.972053527832","36.9495658874512","77.8477401733398","58.9806747436523","82.9213790893555","46.060001373291","38.8577194213867","135.712280273438","126.007926940918","85.5290145874023","119.14981842041","220.031631469727","71.8590850830078","50.9204368591309","224.962356567383","68.7547149658203","45.1020050048828","44.2851028442383"
"6","57.1033477783203","71.8445816040039","74.1784973144531","32.1462707519531","82.3302459716797","76.4391403198242","164.786895751953","380.360931396484","41.9973449707031","208.435150146484","99.379997253418","304.258331298828","55.6397247314453","44.5729293823242","165.203094482422","54.710521697998","32.5290031433105","36.2803268432617","119.503471374512","49.9168510437012","37.0909156799316","77.075813293457","58.9900169372559","83.747932434082","45.7299995422363","38.4986839294434","136.296203613281","126.381523132324","85.2094955444336","120.457153320312","220.792037963867","71.0942230224609","50.6893119812012","225.626327514648","67.9241104125977","45.1452407836914","44.147647857666"
"7","56.924861907959","71.8541107177734","74.3561096191406","32.2629013061523","82.2141036987305","75.9995269775391","164.713455200195","382.519104003906","41.7867088317871","210.344818115234","99.4800033569336","307.131256103516","55.1618957519531","44.3583297729492","162.798980712891","54.3027992248535","32.86474609375","36.0140800476074","120.019607543945","49.5488662719727","36.6103134155273","76.4968719482422","58.4880790710449","83.2444076538086","45.7799987792969","38.1722793579102","136.203536987305","125.522277832031","84.5790634155273","119.812690734863","222.322402954102","70.5905532836914","50.3195266723633","226.178085327148","67.6657028198242","44.9550094604492","43.891902923584"
"8","56.924861907959","71.501106262207","73.0567092895508","32.6397171020508","82.4851226806641","76.0930633544922","165.181701660156","379.526489257812","41.7500801086426","209.763153076172","99.5","307.6826171875","55.9889106750488","44.5542678833008","164.862365722656","54.6425666809082","33.0410118103027","36.191577911377","121.14249420166","49.778865814209","36.101448059082","77.8284378051758","58.5818939208984","83.9094314575195","45.6749992370605","38.9066772460938","137.343658447266","126.01725769043","85.5894622802734","119.287925720215","225.12336730957","72.5213394165039","49.6354064941406","226.075210571289","68.0717926025391","45.4911117553711","45.0811157226562"
"9","57.0281982421875","71.1194686889648","74.2439270019531","32.2987861633301","82.1753845214844","76.4578475952148","164.208480834961","378.432922363281","41.8691368103027","211.1396484375","99.9100036621094","306.715270996094","55.3364906311035","44.3863143920898","164.40803527832","54.3367767333984","33.0222587585449","35.9342079162598","120.907051086426","49.6408653259277","35.931827545166","77.9442138671875","58.6100387573242","83.5769195556641","45.5750007629395","39.0290756225586","137.371459960938","126.306831359863","86.2630615234375","119.729850769043","223.333084106445","72.0896759033203","49.9035110473633","227.693099975586","68.1456069946289","42.1188430786133","44.5376510620117"
"10","56.953052520752","71.024040222168","74.4963455200195","32.1731758117676","82.5335083007812","76.4204330444336","164.612426757812","382.663024902344","41.8141899108887","212.24690246582","99.4499969482422","307.179626464844","55.3364906311035","44.5729293823242","164.691986083984","54.3792457580566","32.9847602844238","35.8365821838379","121.658653259277","49.84326171875","36.1579895019531","77.4521255493164","58.7320137023926","84.1659774780273","45.4300003051758","38.7842788696289","138.029571533203","126.923210144043","86.6171264648438","119.398406982422","222.745895385742","71.8738327026367","49.7463455200195","230.601577758789","67.9425888061523","41.6519088745117","44.7902030944824"
