"","CommunicationServicesAvg","IndustrialsAvg","UtilitiesAvg","EnergyAvg","FinancialsAvg","InformationTechAvg","ConsumerDiscretionaryAvg","RealEstateAvg","HealthcareAvg","MaterialsAvg","ConsumerStaplesAvg"
"32",143.097897269509,162.853965561111,63.0052245896438,42.1497959468676,149.334774487455,213.37482709151,349.014960648879,139.205856354006,253.962379788596,125.203001907894,100.148879076983
"33",144.217062950134,163.714316529113,63.7856885646951,42.9116916241853,150.909886078096,213.895739423312,353.486676234119,140.283145166212,253.15183085487,125.093968255179,100.574119413221
"34",144.091825398532,164.558336555184,63.7578090141559,43.2422582377558,152.611963728784,213.71110864786,349.951254466795,139.773895017562,252.299563846891,126.974002122879,100.606832813572
"35",143.52221436934,164.158688830091,63.8035327319441,42.5587661162666,152.580631336696,213.126663604149,347.190460187084,139.112900149438,253.297591451615,127.278222867421,100.994295532639
"36",143.474945935336,165.141121876704,63.8340280138213,43.342303276062,153.023294448852,210.947341698867,349.751963651405,137.294016561201,251.249391601199,129.433548688889,101.768360498789
"37",144.080997640436,167.027365251021,64.2483460327675,43.694657906242,154.00300944691,210.948599697993,352.773337454166,138.052811407274,248.693809917995,131.377571446555,101.975438968555
"38",144.050012588501,166.929181532426,64.236068725586,43.7030180226201,154.067674462224,210.855032627399,351.873129844666,138.524589569338,250.923297352261,131.220761026655,101.721914497582
"39",143.937916148793,166.382193652066,64.6749357355052,42.9028034210205,154.095855766619,211.41290297875,351.421912535182,139.316843525056,252.424935552809,131.156394209181,102.476785041191
"40",144.428082986311,167.24338038556,65.0505384905585,41.8674057255621,154.532350029744,211.494567430936,350.109337554788,139.555086166628,255.032900113908,130.350836140769,103.125707987193
"41",143.991674076427,165.402199262148,65.0972413359017,41.4350717378699,153.622160669784,209.547021851173,343.71176563119,140.030070335634,256.843002243648,128.742893150875,102.717275052457
"42",143.493912956931,163.509609618744,64.7107959944626,40.5727816457334,151.412205131961,207.478800979027,342.759193996213,138.482338628461,253.260427944244,127.560486180442,101.391373660113
"43",144.219275214455,162.598897661482,64.9606569882097,39.5388533965401,151.139666839385,209.314712172288,342.409907179059,140.005656057789,254.585675966172,126.448792423521,102.0832166414
"44",145.280519832264,163.50945787306,65.6776967541925,39.7374122453773,152.347624711587,211.176462642963,345.971695612062,140.588951510768,255.785427290296,127.33829171317,102.514366510752
"45",147.022495183078,164.876105989729,64.9162878825747,41.3177886631178,153.395477160602,214.126018670889,347.332080139304,140.036442141379,256.211503452725,128.401714631489,102.395951812332
"46",147.318462025035,165.750763261473,64.5070623200515,42.1679812306943,153.917460535614,214.788486568744,351.091682308125,138.875601768494,256.573781391931,129.197446448462,101.826539065387
"47",147.019347537648,166.819358503664,64.6102369242701,42.6362361493318,154.998363441145,215.464037601764,353.481192786739,138.603512887032,257.549731617882,130.147631781442,101.663233009545
"48",146.35203482888,166.090653902524,64.4358637908409,41.9171685343204,153.920724989663,214.703313475389,349.697397106099,139.194360179286,256.260968495929,129.300359555653,100.593351467236
"49",148.635917403481,167.505001836009,64.4274101586177,43.3044823356297,156.022349263581,217.702718309256,351.346226116396,140.125016273991,256.421358486963,130.580935818808,100.927809637946
"50",149.41084913774,167.835644139872,64.4803357946462,42.7307161662889,154.848982810974,218.580211844811,351.067472493873,141.877855331667,258.569963682265,130.436953953334,101.204349517822
"51",150.064589500427,167.233443445974,64.4650282366522,42.6428802739019,155.07686758713,217.897150465158,351.652379827679,142.703034277885,257.931847996182,129.985790082387,101.312180596429
"52",151.138360370289,166.744611368551,65.2284953018715,41.9373465413632,155.166238905678,217.604959957416,350.978297701422,145.369910517047,259.037460433112,129.866914681026,101.810280464791
"53",151.435489394448,168.708603697938,65.7459357689167,43.0972682289455,155.195033530114,218.213543437077,349.693128711772,145.976242834522,262.136146711925,130.486706767763,102.05892799996
"54",151.029651641846,167.904071188592,65.1884868556055,42.887441261955,154.559421404986,219.153569001418,349.472929162799,146.196592361696,262.383992361644,129.375572783606,101.763389896702
"55",151.970409219915,165.007740169377,64.2732421283064,42.6159759189772,153.258001381243,217.046149738018,349.202680461811,144.618302929786,261.335531749423,128.362122978483,100.696127247166
"56",151.352753205733,165.17526856955,65.4754594276691,42.014092652694,153.761367878444,216.276545187143,348.280537965163,145.618021257462,261.830647468567,127.607299974986,101.779666385135
"57",149.934959931807,164.736134219479,65.0146216688484,42.2197616825933,153.741511506094,216.135055674039,350.383857277205,142.507495910891,259.36077569023,127.870477029255,101.127904943518
"58",149.83070416884,164.006606040063,64.018274208595,42.1299848141877,152.619849446794,215.706515796368,350.246565332953,140.709074912533,257.450796944755,127.817613022668,100.657946612384
"59",149.907591819763,163.932883126395,63.8859866898635,43.5217123446257,153.035082548437,214.944627072261,348.170699011605,141.147199292337,254.449721124437,127.417567559651,100.782055313523
"60",147.211040063338,162.363323756627,63.6583492673676,42.753972094992,151.669699185331,215.041018984868,346.624887682357,140.959815179148,255.233174354311,125.796798535756,100.364870329161
"61",147.634394992482,163.978509803871,63.3970285612961,44.6959627400274,152.694928196115,216.935154049213,348.82894440417,141.56186614498,256.430720238458,126.735652378627,100.664711874885
"62",147.77356113087,163.024509628098,62.9367053262119,44.1563553188158,152.333076168114,217.540350385813,351.690452503708,141.849205386254,256.099914838397,125.658357654299,100.68311918104
"63",146.880439931696,161.450630931111,62.0881041493909,43.9599077390588,150.89289439564,214.360549692007,350.924813990323,140.963692203645,256.33292467632,122.904221807207,100.244413736704
"64",144.117392713373,159.885673696345,61.9600236169223,42.3862123074739,148.271770034038,210.347410818247,346.371822051282,140.01989939905,253.451562079172,120.799271242959,98.9600749144683
"65",142.965583887967,159.184328970971,61.7802929056102,42.5182801536892,147.858236030794,210.139638460599,347.532978831597,140.008687511567,254.245975509522,120.672514983586,98.6173069928144
