"","AAPL","ACN","ADBE","ADI","ADSK","AKAM","AMAT","AMD","ANET","ANSS","APH","AVGO","CDNS","CDW","CRM","CSCO","CTSH","ENPH","EPAM","FFIV","FICO","FSLR","FTNT","GEN","GLW","HPE","HPQ","IBM","INTC","INTU","IT","JBL","JNPR","KEYS","KLAC","LRCX","MCHP","MPWR","MSFT","MSI","MU","NOW","NTAP","NVDA","NXPI","ON","ORCL","PANW","PTC","QCOM","QRVO","ROP","SMCI","SNPS","STX","SWKS","TDY","TEL","TER","TRMB","TXN","TYL","VRSN","WDC","ZBRA"
"1","130.253189086914","274.70849609375","567.349975585938","156.087951660156","283.220001220703","115.819999694824","129.948135375977","82.5899963378906","92.375","336.829986572266","65.2044067382812","432.296020507812","132.130004882812","164.529403686523","244.161056518555","48.9672737121582","66.7124633789062","163.080001831055","518.539978027344","185.479995727539","506.320007324219","78.1900024414062","47.5839996337891","25.7208442687988","36.1213645935059","13.5164766311646","26.7071571350098","123.029167175293","51.6607513427734","469.707489013672","238.869995117188","56.0582580566406","25.6217517852783","149.080001831055","298.792175292969","598.502319335938","70.4724884033203","346.671325683594","256.468017578125","203.947341918945","75.6926116943359","534.75","73.7772216796875","183.955108642578","188.718292236328","36.4900016784668","74.6849746704102","123.646667480469","134.649993896484","126.000366210938","176.240005493164","451.190032958984","34.9300003051758","264.799987792969","76.6758804321289","161.452438354492","433.5","125.828399658203","124.784317016602","78.9599990844727","172.086181640625","446.25","224.740005493164","69.1999969482422","504.130004882812"
"2","131.907211303711","274.804779052734","575.739990234375","155.63151550293","286.070007324219","115.980003356934","130.329086303711","83.5800018310547","91.0875015258789","340.619995117188","65.690788269043","432.147247314453","134.039993286133","165.896179199219","242.792846679688","49.0409355163574","66.626220703125","167.300003051758","519.159973144531","185.160003662109","506.019989013672","78.379997253418","48.3800010681152","25.4859066009521","36.8183059692383","13.4063634872437","26.6431522369385","122.78589630127","51.6607513427734","469.373291015625","239.759994506836","56.2756843566895","25.3900089263916","150.570007324219","298.608306884766","601.569091796875","69.5805511474609","346.289459228516","259.280426025391","206.495376586914","76.2720718383789","546.030029296875","75.003288269043","188.542175292969","187.710296630859","36.8400001525879","75.3457412719727","121.800003051758","135.190002441406","127.05379486084","176.259994506836","452.853729248047","34.0200004577637","268.459991455078","75.9478759765625","161.687698364258","429.899993896484","125.866600036621","124.527290344238","79.4000015258789","172.946075439453","445.350006103516","226.850006103516","68.4599990844727","506.440002441406"
"3","131.631576538086","274.843292236328","574.22998046875","155.593505859375","283.670013427734","115.959999084473","132.341049194336","83.8199996948242","91.1524963378906","339","65.593505859375","434.203521728516","133","163.918685913086","241.524505615234","48.5805358886719","66.223762512207","170.240005493164","515.880004882812","184.25","496.959991455078","80.1900024414062","48.0120010375977","25.5892791748047","37.4693908691406","13.2687225341797","26.6980152130127","121.317756652832","51.0967140197754","470.385681152344","238.270004272461","55.9099960327148","25.186071395874","150.949996948242","300.775695800781","603.920104980469","69.8571929931641","342.725921630859","259.046020507812","205.887329101562","77.6077651977539","550.200012207031","74.8639678955078","190.244247436523","189.374420166016","36.9000015258789","74.7903213500977","122.796669006348","135.710006713867","127.467658996582","177.880004882812","450.343292236328","34.3400001525879","268.859985351562","76.1815567016602","163.043029785156","422.119995117188","126.334968566895","125.753173828125","79.2399978637695","172.076950073242","443.450012207031","226.309997558594","69.2399978637695","502.880004882812"
"4","131.34602355957","280.480560302734","578.260009765625","158.836013793945","286.959991455078","115.830001831055","135.036682128906","86.0999984741211","90.875","341.549987792969","66.1869049072266","437.366973876953","135.020004272461","165.072204589844","243.451995849609","48.598949432373","66.9041061401367","170.770004272461","518.530029296875","187.470001220703","501.010009765625","84.5100021362305","47.9980010986328","25.7114448547363","37.5977668762207","13.4155387878418","26.9448757171631","122.014083862305","51.8456954956055","474.346618652344","238.270004272461","56.8785667419434","25.3343887329102","152.660003662109","305.642517089844","614.368957519531","71.1259231567383","351.801116943359","260.432708740234","207.084121704102","79.1398849487305","552.070007324219","75.226203918457","191.724166870117","193.82470703125","37.7599983215332","74.4455795288086","124.199996948242","137.740005493164","129.725051879883","182.889999389648","454.438842773438","35.3699989318848","273.799987792969","77.6465835571289","167.334869384766","423.820007324219","127.740081787109","129.124374389648","80.4899978637695","174.397811889648","446.049987792969","229.429992675781","69.7900009155273","510.390014648438"
"5","131.050689697266","283.462799072266","579.659973144531","159.425567626953","288.739990234375","116.949996948242","133.014953613281","85.620002746582","90.5550003051758","343.480010986328","66.0798950195312","430.053741455078","134.759994506836","166.506881713867","241.554458618164","48.8567771911621","67.5461349487305","175.389999389648","523.150024414062","189.759994506836","500.980010986328","87.870002746582","48.4059982299805","25.354341506958","37.5060691833496","13.5256538391113","27.1643142700195","123.188591003418","51.6977424621582","477.757110595703","241.949996948242","56.7797355651855","25.6681003570557","153.320007324219","306.000457763672","609.937866210938","70.9589996337891","357.998199462891","258.801849365234","208.107177734375","80.5639724731445","544.989990234375","76.5730285644531","189.982192993164","194.148010253906","37.5099983215332","75.1350708007812","125.190002441406","138.690002441406","129.471069335938","183.350006103516","458.839447021484","36.0099983215332","268.970001220703","77.7454528808594","168.191390991211","427.660003662109","127.893013000488","128.076431274414","81.0500030517578","173.990936279297","453.299987792969","227.729995727539","70.75","510.649993896484"
"6","132.694839477539","282.731658935547","588.799987792969","162.192642211914","293.359985351562","116.970001220703","137.703048706055","87.0800018310547","90.7050018310547","349.130004882812","66.5370864868164","439.916442871094","137.100006103516","168.464996337891","244.250946044922","48.7646980285645","67.220329284668","188.330001831055","521.059997558594","190.550003051758","506.369995117188","92.7099990844727","49.4080009460449","25.4107284545898","37.5885963439941","13.332953453064","27.255744934082","121.888236999512","53.1494598388672","478.641693115234","240.369995117188","57.5605201721191","25.6588325500488","154.410003662109","311.805847167969","625.920654296875","72.6522369384766","366.613372802734","262.415100097656","207.614929199219","81.8898544311523","552.169982910156","76.5916137695312","199.505783081055","196.059341430664","38.6599998474121","75.1733627319336","126.156669616699","140.100006103516","131.418090820312","187.330001831055","460.778869628906","35.5299987792969","274.029998779297","77.4847946166992","171.956161499023","421.480010986328","127.15699005127","131.240051269531","81.6600036621094","177.097763061523","453.059997558594","228.690002441406","69.9899978637695","527.130004882812"
"7","134.220840454102","285.165496826172","590.75","162.981857299805","297.739990234375","117.430000305176","138.611343383789","89.5199966430664","90.9400024414062","352.529998779297","66.6343765258789","443.9638671875","138.350006103516","170.927169799805","245.489318847656","48.7186584472656","67.4790573120117","185.710006713867","519.210021972656","190.449996948242","511.769989013672","92.6699981689453","48.6479988098145","25.7396392822266","37.4602127075195","13.332953453064","27.5574722290039","122.106353759766","52.4744606018066","482.976104736328","243.190002441406","57.659351348877","25.5846767425537","155.789993286133","314.650451660156","630.593688964844","72.890739440918","370.06494140625","265.032287597656","209.448760986328","81.4478912353516","558.590026855469","77.1210250854492","199.922576904297","197.504745483398","38.7599983215332","74.7903213500977","125.223335266113","141.759994506836","134.145736694336","195.660003662109","460.375244140625","35.3899993896484","276.179992675781","78.8060150146484","179.721008300781","418","129.192962646484","132.782287597656","82.7300033569336","178.346038818359","455.730010986328","229.779998779297","70.6500015258789","536.059997558594"
"8","134.841125488281","283.587829589844","585.640014648438","163.704544067383","291.899993896484","116.599998474121","139.080169677734","93.9300003051758","90.5774993896484","347.059997558594","66.5468215942383","443.675445556641","136.820007324219","169.298645019531","243.95133972168","48.8015327453613","66.3674926757812","183.630004882812","510.959991455078","186.660003662109","502.679992675781","90.5100021362305","47.6380004882812","25.5798797607422","37.5060691833496","13.3788356781006","27.6031875610352","122.978851318359","51.9104194641113","481.767211914062","242.199996948242","57.4419097900391","25.3529281616211","154.410003662109","313.692596435547","629.5390625","71.4216461181641","366.191741943359","264.5439453125","209.294326782227","83.4612579345703","549.549987792969","75.9971313476562","199.680465698242","195.621917724609","38.2799987792969","74.5413513183594","123.683334350586","141.259994506836","134.437362670898","195.649993896484","462.905395507812","35.1800003051758","275.790008544922","79.0307159423828","180.47395324707","418.829986572266","129.240768432617","132.436309814453","81.8300018310547","177.809753417969","452.369995117188","227.690002441406","71.1699981689453","529.489990234375"
"9","135.146331787109","288.599822998047","584.72998046875","160.861389160156","293.700012207031","117.080001831055","134.733932495117","93.3099975585938","90.8475036621094","349.239990234375","67.0818328857422","436.976257324219","136.929992675781","170.413421630859","244.660400390625","49.2066764831543","66.9232635498047","183.110000610352","510.239990234375","188.630004882812","500.320007324219","90.1699981689453","48.4679985046387","25.5516891479492","37.6711273193359","13.4889488220215","27.7494792938232","123.188591003418","51.790210723877","482.632049560547","248.429992675781","57.3826217651367","25.3065814971924","153.559997558594","301.627044677734","612.482421875","70.4486312866211","362.985290527344","265.227569580078","211.11848449707","78.6782913208008","545.169982910156","76.1271743774414","201.771881103516","191.951400756836","37.9099998474121","76.169303894043","123.563331604004","142.970001220703","132.43391418457","193.179992675781","463.141662597656","35.4599990844727","277.109985351562","77.8533020019531","177.895080566406","421.299987792969","130.693664550781","127.908378601074","82.4499969482422","176.459747314453","459.140014648438","229.190002441406","70.8600006103516","532.02001953125"
"10","137.794708251953","293.255950927734","593.070007324219","162.28776550293","297.739990234375","118.040000915527","134.939025878906","94.6999969482422","91.3974990844727","353.410003662109","68.0448760986328","435.608489990234","137.940002441406","171.470016479492","247.876205444336","49.6424674987793","66.702880859375","186.410003662109","516.280029296875","187.990005493164","507.809997558594","90.8199996948242","49.6080017089844","25.5610847473145","37.7811737060547","13.4981260299683","28.0694885253906","117.467079162598","52.483699798584","489.109130859375","253.690002441406","57.6988868713379","25.3251190185547","153.149993896484","301.704528808594","610.9052734375","70.7109756469727","368.996185302734","271.135620117188","213.319046020508","78.8943557739258","551.830017089844","77.0838851928711","204.517120361328","192.778701782227","38.4000015258789","78.3526763916016","124.273330688477","143.979995727539","134.108139038086","195.669998168945","465.268188476562","35.4099998474121","279.160003662109","78.221809387207","180.069244384766","422.519989013672","132.165679931641","127.06803894043","82.5699996948242","177.726531982422","464.429992675781","231.330001831055","70.2099990844727","539.940002441406"
