"","APA","BKR","COP","CTRA","CVX","DVN","EOG","EQT","FANG","HAL","HES","KMI","MPC","MRO","OKE","OXY","PSX","PXD","SLB","TRGP","VLO","WMB","XOM"
"1","21.0253505706787","22.1589183807373","54.2277908325195","13.1996250152588","95.0352172851562","23.8276538848877","71.3780059814453","19.6602478027344","79.0885238647461","22.4182167053223","87.3258819580078","15.3717947006226","56.7770118713379","12.8970518112183","47.1477241516113","28.7859268188477","78.1308441162109","129.916854858398","31.5606288909912","43.2762718200684","72.2050399780273","23.025972366333","56.0647392272949"
"2","20.8261051177979","22.2053890228271","54.5327949523926","13.2990570068359","95.3488616943359","23.7776641845703","71.3443984985352","19.6024551391602","78.9415817260742","22.5526313781738","85.6063995361328","15.2961530685425","57.0467147827148","12.9258394241333","47.0459442138672","29.2835826873779","78.6854095458984","130.828231811523","31.4653396606445","42.9733123779297","73.1078186035156","23.0087547302246","57.1396293640137"
"3","20.7786636352539","21.6848793029785","54.5058898925781","13.5807809829712","95.2323760986328","24.2442169189453","71.9742889404297","19.9106960296631","79.4429168701172","22.5718288421631","85.2876434326172","15.2037029266357","57.242015838623","13.0122060775757","46.8423881530762","30.2105865478516","78.9448013305664","132.465408325195","31.3319301605225","42.8407707214355","72.9904556274414","23.0087547302246","57.5606422424316"
"4","21.1202335357666","21.8893623352051","55.0710372924805","13.7299299240112","96.0120162963867","24.7774238586426","72.3018188476562","20.613883972168","81.4654998779297","22.8502559661865","85.490478515625","15.3297700881958","57.9767265319824","13.290491104126","47.4021606445312","30.9717063903809","80.2238616943359","132.352493286133","31.6940383911133","43.1626586914062","73.784912109375","23.0431938171387","57.7935180664062"
"5","21.063304901123","21.8893623352051","54.9992752075195","13.9370794296265","96.155387878418","24.7940864562988","73.6119766235352","21.220739364624","83.2460708618164","22.9846687316895","86.282600402832","15.3717947006226","58.1720237731934","13.5016012191772","47.9619293212891","32.1133880615234","80.5369186401367","133.207366943359","31.7797985076904","42.897575378418","74.1099090576172","23.0517978668213","57.9189338684082"
"6","19.9532146453857","21.052827835083","53.4563140869141","13.522777557373","93.1891860961914","23.6693515777588","69.6815338134766","20.5849838256836","79.9269409179688","21.8037548065186","83.2493667602539","15.1028518676758","56.2655067443848","12.8490724563599","47.0205039978027","30.4838047027588","76.4045333862305","129.231384277344","30.5124187469482","41.704662322998","70.1647262573242","22.5869731903076","56.4409561157227"
"7","19.9532146453857","21.0807132720947","52.9719047546387","13.4896354675293","92.9830780029297","23.3444328308105","69.1272125244141","20.3826999664307","80.0566024780273","21.7653484344482","83.2590408325195","15.0019979476929","55.8749046325684","12.7914972305298","46.7999877929688","30.542350769043","76.1272354125977","128.405883789062","30.3790111541748","41.5626487731934","69.4424896240234","22.5008945465088","56.091609954834"
"8","20.5224876403809","21.2573165893555","54.6314811706543","14.4673833847046","93.8612823486328","24.3192005157471","70.0762634277344","21.442289352417","81.1543350219727","22.1973934173584","84.3506088256836","15.3213653564453","56.191104888916","13.0697803497314","47.190128326416","30.5130844116211","76.762321472168","131.529815673828","30.502893447876","42.0833625793457","70.4897308349609","22.8538188934326","56.5036544799805"
"9","20.7976417541504","21.8800716400146","56.4076805114746","14.7905387878418","95.1786117553711","24.9607124328613","72.2178421020508","21.3267002105713","86.0898056030273","22.8502559661865","85.8672180175781","15.4894580841064","56.9816131591797","13.597562789917","48.2842178344727","32.0645942687988","77.8982772827148","135.479278564453","31.5129814147949","42.3957939147949","70.2459716796875","23.0690116882324","56.6648902893066"
"10","20.3706855773926","21.8893623352051","56.2910537719727","14.7822523117065","95.0531387329102","24.3525257110596","72.0330657958984","20.8161697387695","84.7586898803711","22.8310565948486","85.1716842651367","15.6071195602417","56.7956161499023","13.290491104126","48.6743621826172","31.7913722991943","78.6227951049805","134.94514465332","31.2461719512939","42.414722442627","70.4807052612305","23.1895236968994","56.5842704772949"
