"","ALB","AMCR","APD","AVY","BALL","CE","CF","CTVA","DD","DOW","ECL","EMN","FCX","FMC","IFF","IP","LIN","LYB","MLM","MOS","NEM","NUE","PKG","PPG","SHW","STLD","VMC","WRK"
"1","157.952819824219","10.1471843719482","275.588562011719","200.933135986328","77.2669067382812","140.658157348633","48.7273292541504","42.0937080383301","73.3256072998047","54.9944305419922","203.035339355469","108.399200439453","34.3803558349609","106.357055664062","135.30729675293","50.8486099243164","277.382354736328","85.5192337036133","336.069610595703","29.4160652160645","56.9892349243164","91.6673965454102","123.46265411377","163.373260498047","266.3271484375","57.1927452087402","165.055099487305","49.9213829040527"
"2","158.119171142578","10.2091131210327","276.936065673828","201.086288452148","78.9289855957031","139.914199829102","48.6420440673828","42.1712875366211","72.8704071044922","55.3342819213867","203.354721069336","107.361083984375","35.0625801086426","106.776382446289","135.936386108398","50.8652648925781","279.32568359375","85.6606597900391","338.495178222656","29.6449871063232","56.5310173034668","91.4952621459961","123.453536987305","163.24951171875","266.678100585938","57.2879867553711","165.993057250977","49.6988487243652"
"3","160.16438293457","10.1648788452148","270.263702392578","199.726821899414","78.7453689575195","140.074279785156","48.414608001709","42.2488632202148","72.2919387817383","55.0292930603027","201.370697021484","106.596176147461","35.7255897521973","106.422294616699","135.343795776367","50.6403465270996","273.947937011719","85.9684524536133","343.542633056641","29.5591430664062","56.2974166870117","91.772590637207","122.796684265137","161.517166137695","264.640075683594","56.8593292236328","166.413162231445","49.2908706665039"
"4","162.415161132812","10.1914186477661","269.427368164062","198.9609375","79.2671813964844","141.260803222656","48.1492652893066","43.0052032470703","72.4531478881836","54.9944305419922","201.535247802734","106.732757568359","36.0522918701172","105.15502166748","136.021957397461","50.6320190429688","274.303833007812","85.2446975708008","352.498474121094","29.7880611419678","55.9739723205566","93.5990371704102","122.066841125488","161.355346679688","263.382019042969","58.0881538391113","171.855041503906","49.4763145446777"
"5","163.198013305664","10.2710371017456","268.135650634766","199.774688720703","80.0209197998047","141.430313110352","48.6420440673828","42.8209686279297","72.5859069824219","55.1512832641602","200.799697875977","106.341201782227","35.7832489013672","104.372291564941","136.516860961914","50.5487174987793","274.284576416016","84.7871551513672","352.802947998047","29.7594470977783","56.3153915405273","92.4610900878906","123.398803710938","159.156616210938","267.195037841797","57.3832588195801","173.525741577148","49.4021377563477"
"6","165.429168701172","10.2179584503174","268.609588623047","200.473571777344","79.1126022338867","139.697631835938","46.4151039123535","42.9955101013184","73.1359405517578","54.8114356994629","201.535247802734","105.25757598877","35.302806854248","102.583213806152","136.361053466797","50.5737075805664","278.690704345703","84.5958251953125","351.703094482422","29.024995803833","56.2884330749512","90.9502182006836","123.699851989746","160.327362060547","265.732238769531","55.8496055603027","172.920013427734","49.1147003173828"
"7","163.951538085938","10.1383380889893","267.903350830078","200.770355224609","78.8806686401367","138.501693725586","46.6141052246094","42.9373321533203","73.1454238891602","54.8811454772949","201.390060424805","105.72200012207","35.8120651245117","102.040405273438","136.333557128906","50.5570411682129","279.344909667969","85.0616760253906","345.978057861328","29.3779163360596","56.2255401611328","90.8781661987305","123.225479125977","160.441558837891","266.015075683594","56.2131881713867","170.096466064453","48.7438125610352"
"8","164.851837158203","10.1383380889893","268.734771728516","201.277755737305","78.2912063598633","142.758071899414","48.7557563781738","43.0052032470703","73.4109649658203","55.1425666809082","199.338317871094","106.313865661621","35.658332824707","101.263610839844","136.920074462891","51.0735282897949","278.123138427734","85.5774688720703","345.477203369141","30.4366664886475","56.9443092346191","92.1266250610352","123.544761657715","161.593322753906","265.693298339844","57.0264854431152","170.067169189453","49.3465118408203"
"9","168.345336914062","10.2268056869507","269.781005859375","201.30647277832","79.6150588989258","144.208251953125","49.6749610900879","43.2670249938965","74.5394973754883","55.3342819213867","202.444976806641","106.468688964844","35.6391105651855","101.581817626953","136.910949707031","51.215145111084","279.797088623047","86.0599670410156","346.164642333984","30.3222045898438","56.4771118164062","92.8180923461914","124.56657409668","161.802688598633","268.511566162109","58.2799224853516","169.832672119141","49.4577674865723"
"10","166.994903564453","10.2091131210327","271.621246337891","200.952224731445","79.0739288330078","145.705490112305","48.888427734375","43.1506538391113","74.7196655273438","55.3429908752441","204.012847900391","106.277450561523","35.6871604919434","101.572463989258","137.460830688477","51.0818634033203","280.682159423828","86.1930694580078","343.297149658203","29.9883651733398","56.926342010498","92.6932373046875","124.666915893555","162.440460205078","268.394561767578","58.0981292724609","167.048217773438","48.8643493652344"
