"","A","ABBV","ABT","ALGN","AMGN","BAX","BDX","BIIB","BIO","BMY","BSX","CAH","CI","CNC","COO","COR","CRL","CTLT","CVS","DGX","DHR","DVA","DXCM","ELV","EW","GILD","HCA","HOLX","HSIC","HUM","IDXX","ILMN","INCY","IQV","ISRG","JNJ","LH","LLY","MCK","MDT","MOH","MRK","MRNA","MTD","PFE","PODD","REGN","RMD","RVTY","STE","SYK","TECH","TFX","TMO","UHS","UNH","VRTX","VTRS","WAT","WST","XRAY","ZBH","ZTS"
"1","70.8882369995117","63.0156669616699","78.4104232788086","295.670013427734","159.333297729492","75.4319915771484","223.911270141602","234.970001220703","309.070007324219","41.8326759338379","41.8600006103516","38.0280494689941","150.940902709961","55.3800010681152","81.7974472045898","79.9411087036133","139.190002441406","50.2799987792969","47.0231132507324","91.1646194458008","124.813484191895","52.4099998474121","38.9150009155273","274.830993652344","64.2900009155273","56.5354690551758","122.83487701416","49.2099990844727","70.9400024414062","249.732925415039","272.880004882812","358.570007324219","86.5699996948242","154.520004272461","177.683334350586","124.939628601074","140.766479492188","107.600677490234","129.398681640625","86.99658203125","146.440002441406","69.7631072998047","15.1800003051758","821.390014648438","34.2554664611816","119.550003051758","320.480010986328","118.299095153809","95.0038833618164","139.196975708008","192.299682617188","52.4765319824219","327.520233154297","290.079223632812","121.44994354248","230.91047668457","182.169998168945","16.1257591247559","211.830001831055","120.667549133301","54.283618927002","111.916076660156","109.347831726074"
"2","70.9075546264648","63.3696022033691","78.4657897949219","283.559997558594","161.955947875977","75.7722015380859","225.90266418457","239.089996337891","304.570007324219","42.2177276611328","41.689998626709","37.9685859680176","152.263656616211","56.3699989318848","82.154670715332","78.9133377075195","138.259994506836","53.2400016784668","46.8310813903809","92.0186538696289","124.882995605469","53.0900001525879","37.7000007629395","277.218444824219","64.4100036621094","57.203296661377","122.978721618652","49.0699996948242","69.879997253418","260.712951660156","273.929992675781","361.559997558594","88.6999969482422","158.669998168945","175.74333190918","124.834190368652","143.121124267578","107.535484313965","128.060897827148","87.1017761230469","150.800003051758","69.7384033203125","14.6999998092651","830.109985351562","34.3104705810547","119.769996643066","320.260009765625","115.228141784668","94.3016967773438","138.804260253906","191.769897460938","51.5187187194824","327.412628173828","291.186676025391","122.377716064453","235.123062133789","183.970001220703","16.2231693267822","212.809997558594","120.48983001709","55.6541786193848","110.588539123535","109.260704040527"
"3","70.7141952514648","63.1041412353516","78.1980972290039","282.160003662109","159.982513427734","75.6434860229492","228.350799560547","235.910003662109","301","39.086051940918","42.0099983215332","38.2319030761719","151.611740112305","55.3300018310547","82.1721572875977","78.0350875854492","137.100006103516","52.7000007629395","46.3859024047852","91.6733932495117","123.510147094727","53.4099998474121","36.9150009155273","274.170379638672","63.9199981689453","56.7580718994141","125.72159576416","48.5200004577637","69.9199981689453","257.885833740234","275.010009765625","357.739990234375","86.9199981689453","157.429992675781","175.266662597656","125.686393737793","141.880950927734","107.665855407715","126.203437805176","86.9089736938477","147.330001831055","70.5135345458984","14.039999961853","825.969970703125","34.3811798095703","117.720001220703","312.549987792969","116.28377532959","94.4302673339844","139.168212890625","193.434875488281","50.4237098693848","325.524780273438","292.264556884766","123.49104309082","232.662628173828","181.020004272461","15.9043760299683","212.389999389648","120.63794708252","54.5104713439941","109.775169372559","109.83179473877"
"4","70.1050872802734","52.848217010498","77.7642211914062","276.019989013672","159.644912719727","75.1469573974609","226.743072509766","240.289993286133","301.470001220703","39.1630630493164","41.7200012207031","38.8604583740234","151.252700805664","53.9099998474121","82.4319686889648","78.7451629638672","134.080001831055","53.1599998474121","46.8572654724121","91.7915191650391","123.553611755371","54.2700004577637","35.8800010681152","269.121643066406","63.9866676330566","56.4612617492676","129.644134521484","48.3300018310547","69.3199996948242","252.637115478516","271.309997558594","358.079986572266","87.6100006103516","154.139999389648","173.509994506836","126.723083496094","141.95637512207","107.414459228516","126.848251342773","86.6810531616211","145.350006103516","70.290885925293","13.7700004577637","833.700012207031","34.3811798095703","116.059997558594","312.899993896484","115.055397033691","93.4709091186523","139.905731201172","192.791610717773","49.8357963562012","328.782043457031","290.267059326172","125.629783630371","230.817291259766","180.149993896484","16.5153999328613","211.259994506836","121.032852172852","54.7184257507324","109.102066040039","110.209297180176"
"5","69.7473678588867","54.6983032226562","76.5826263427734","268.079986572266","158.545639038086","74.1263732910156","226.642578125","238.070007324219","303.019989013672","38.4357604980469","41.3899993896484","38.7585372924805","148.257507324219","52.0200004577637","82.0447692871094","78.2780075073242","137.039993286133","52.9700012207031","46.8747329711914","90.6013107299805","122.432762145996","54.8400001525879","35.3824996948242","263.138671875","62.3499984741211","54.9771728515625","128.18635559082","47.5499992370605","68.8899993896484","252.743240356445","269.890014648438","356.369995117188","85.629997253418","155.630004882812","171.240005493164","124.623329162598","140.917327880859","103.671333312988","125.298767089844","85.2086410522461","137.789993286133","68.8890228271484","13.6999998092651","825.400024414062","33.7762107849121","115.290000915527","305.079986572266","114.681137084961","92.8775100708008","139.21614074707","191.438827514648","49.5369338989258","319.792846679688","288.981506347656","124.096534729004","226.912261962891","177.660003662109","16.5242538452148","211.050003051758","120.173896789551","54.4537582397461","107.110733032227","109.425262451172"
"6","70.7625427246094","56.3070869445801","77.2564926147461","269.950012207031","159.281402587891","75.0917892456055","227.592590332031","239.770004272461","306.799987792969","38.589771270752","41.9300003051758","39.5909614562988","149.183471679688","52.439998626709","82.8291702270508","80.0065078735352","140.119995117188","53.7700004577637","47.7825469970703","91.3372497558594","123.51146697998","55.4099998474121","36.4575004577637","266.517150878906","61.810001373291","55.3069725036621","128.608367919922","47.7099990844727","69.1500015258789","255.837249755859","272.049987792969","356.5","84.7200012207031","156.630004882812","172.586669921875","123.604217529297","143.263549804688","103.792373657227","128.888626098633","85.4365310668945","141.339996337891","69.128173828125","14.3400001525879","833.549987792969","34.121898651123","116.610000610352","310.670013427734","115.736763000488","93.9555435180664","140.355911254883","192.093246459961","50.5584449768066","320.585205078125","290.504302978516","125.151275634766","229.587036132812","178.580001831055","16.7987747192383","213.470001220703","122.010276794434","54.5559997558594","108.094444274902","109.144561767578"
"7","72.1934661865234","58.4950141906738","77.6349868774414","273.700012207031","159.506423950195","75.3032684326172","230.205154418945","233.869995117188","312.589996337891","38.8036766052246","42.9799995422363","40.4243354797363","148.862197875977","52.439998626709","84.1581344604492","79.6608200073242","141.899993896484","54.2099990844727","47.5643157958984","92.5001983642578","124.329193115234","56.2599983215332","37.4599990844727","266.31884765625","61.5800018310547","55.7027244567871","129.634536743164","48.0200004577637","69.9000015258789","256.514068603516","275.329986572266","368.149993896484","84.9599990844727","160.899993896484","174.850006103516","122.365447998047","144.880783081055","103.159194946289","129.340957641602","85.3576354980469","143.139999389648","69.1446685791016","14.6400003433228","840","34.0354843139648","119.379997253418","313","117.109100341797","95.2807769775391","142.597152709961","194.976440429688","51.0728759765625","323.910919189453","290.415374755859","127.338851928711","227.415481567383","183.380004882812","16.8607597351074","215.240005493164","123.560325622559","55.2470550537109","110.305404663086","109.851165771484"
"8","73.4279098510742","59.0420150756836","77.9950180053711","271.679992675781","161.29817199707","74.8711242675781","232.525375366211","235.490005493164","315.299987792969","39.5138702392578","42.9000015258789","40.8191299438477","149.996032714844","51.3499984741211","84.9350433349609","79.9691162109375","143.669998168945","54.7099990844727","47.9483947753906","93.0816650390625","125.268714904785","56.0900001525879","37.8574981689453","266.800201416016","61.7566680908203","55.9253463745117","129.030334472656","48.2299995422363","69.5","252.491851806641","280.160003662109","370.670013427734","85.4199981689453","160.699996948242","176.436660766602","122.435745239258","146.665618896484","104.974906921387","129.196594238281","85.9799194335938","140.309997558594","69.8868255615234","14.7299995422363","844.330017089844","34.3890342712402","118.5","316.559997558594","118.769340515137","96.566520690918","143.564575195312","195.886947631836","51.2614974975586","328.527618408203","296.081695556641","127.026344299316","226.138671875","181.839996337891","17.2149791717529","219.179992675781","123.145668029785","55.2092018127441","109.902557373047","109.928588867188"
"9","73.2631759643555","59.709644317627","78.4196548461914","270.899993896484","161.549133300781","75.1285781860352","231.895080566406","236.369995117188","314.660003662109","39.9416885375977","42.689998626709","40.4844093322754","152.887252807617","51.5400009155273","83.1339340209961","79.8476867675781","141.380004882812","55.5200004577637","47.8349189758301","93.7903518676758","125.390510559082","56.7400016784668","36.4174995422363","264.856231689453","61.5466651916504","56.7580718994141","129.797592163086","48.25","68.870002746582","250.838439941406","277.010009765625","371.369995117188","85.0100021362305","160.889999389648","176.50666809082","123.024360656738","147.629272460938","106.334358215332","130.755722045898","85.9361038208008","140.860000610352","70.5135345458984","14.3999996185303","853.299987792969","34.7425956726074","119.099998474121","315.529998779297","118.395072937012","97.3577194213867","144.598922729492","195.185089111328","52.3124008178711","324.732482910156","297.7626953125","126.957977294922","227.37825012207","179.529998779297","17.1352825164795","217.199996948242","122.010276794434","55.0861206054688","109.359176635742","110.915878295898"
"10","74.4162673950195","60.2968406677246","79.0566101074219","275","163.228317260742","75.4595718383789","233.155700683594","238.270004272461","319.170013427734","40.1920433044434","42.6300010681152","41.1967697143555","155.740737915039","51.3499984741211","83.7509536743164","81.8377838134766","142.369995117188","55.9199981689453","48.1840782165527","94.4626846313477","126.40828704834","57.4000015258789","35.8400001525879","266.856811523438","62.466667175293","56.8900032043457","132.521270751953","47.9500007629395","69.2300033569336","253.816497802734","278.869995117188","377.820007324219","86.5199966430664","161.460006713867","179.059997558594","124.878112792969","147.662780761719","106.539184570312","135.452392578125","86.6021728515625","142.529998779297","71.6597595214844","15.3100004196167","872.450012207031","34.8840103149414","119.589996337891","318.390014648438","118.884490966797","97.703857421875","146.591186523438","197.413879394531","53.0889472961426","326.013824462891","302.034698486328","128.0224609375","228.533905029297","183.259994506836","17.4275093078613","221.679992675781","122.345962524414","55.2092018127441","110.221092224121","111.641815185547"
