"","AEE","AEP","AES","ATO","AWK","CMS","CNP","D","DTE","DUK","ED","EIX","ES","ETR","EVRG","EXC","FE","LNT","NEE","NI","NRG","PCG","PEG","PNW","PPL","SO","SRE","WEC","XEL"
"1","67.8348846435547","76.8420562744141","14.6550197601318","94.1783447265625","108.993675231934","51.4512786865234","26.142147064209","63.2571487426758","95.2331314086914","72.8196868896484","74.5818252563477","51.4072036743164","66.7705535888672","86.4539108276367","51.276496887207","30.3914756774902","35.9290313720703","43.2104835510254","46.271671295166","24.9978446960449","30.0314273834229","23.5423851013184","51.8160133361816","80.4419937133789","25.3667984008789","46.1431465148926","59.7080535888672","73.7855529785156","53.3869705200195"
"2","67.9138031005859","77.4170913696289","14.5078601837158","95.565673828125","108.883026123047","51.4948043823242","26.0377101898193","64.0252914428711","95.1823043823242","73.6006546020508","74.8587341308594","52.7209968566895","66.6585845947266","87.1392517089844","51.2179489135742","30.4882564544678","35.9372596740723","43.1931915283203","46.5340042114258","24.9468669891357","30.1428375244141","22.9330978393555","51.7482032775879","79.6748123168945","25.5356979370117","46.349063873291","60.0144195556641","73.8114852905273","53.5872459411621"
"3","67.431526184082","76.8674240112305","14.3953294754028","95.1743774414062","109.187370300293","51.3816223144531","25.9767971038818","64.7362365722656","95.5307464599609","73.9130477905273","75.2279663085938","52.8338394165039","66.6499862670898","86.6628494262695","51.1677627563477","30.3430690765381","35.8796691894531","43.0635070800781","46.6797256469727","24.9213752746582","30.1514167785645","21.6446113586426","51.8075256347656","79.1524505615234","25.3989715576172","46.3572998046875","59.9335594177246","73.6732406616211","53.3521347045898"
"4","67.1509323120117","76.4192352294922","14.4126415252686","95.9836502075195","108.062271118164","51.329402923584","25.6809120178223","64.3112945556641","94.5361785888672","74.0856857299805","74.6321868896484","52.4388809204102","66.2968673706055","86.2867584228516","51.3015899658203","29.6655578613281","35.7562561035156","43.0375595092773","46.2358093261719","24.9298706054688","30.1171321868896","21.5746936798096","50.9768524169922","78.8749389648438","25.2702884674072","46.1101913452148","59.7718620300293","73.396728515625","53.1083335876465"
"5","65.5287094116211","74.8379211425781","14.1269865036011","92.5597915649414","106.337776184082","50.0931663513184","24.9325046539307","62.480827331543","92.5397491455078","72.3264312744141","73.264404296875","51.4555587768555","64.9102935791016","84.5900802612305","49.8881607055664","28.9094066619873","34.9911079406738","42.3459243774414","45.5295600891113","24.3775749206543","28.8829612731934","21.6945514678955","50.0783653259277","77.1120452880859","24.9807529449463","45.2864990234375","58.2995948791504","72.005500793457","51.7673377990723"
"6","65.4585494995117","74.3305435180664","14.3174247741699","93.2267837524414","106.291656494141","50.0670509338379","24.8106746673584","62.6933212280273","92.6050872802734","72.7950134277344","73.2224349975586","52.4872550964355","64.9447326660156","84.9662170410156","50.2394180297852","28.7702770233154","34.9746513366699","42.3026924133301","45.8613739013672","24.3095989227295","29.1657943725586","23.9219398498535","49.8325500488281","76.5080490112305","25.0853023529053","45.3688735961914","57.6740875244141","71.7894821166992","51.6193046569824"
"7","65.8619155883789","74.4235534667969","14.5078601837158","93.8759689331055","106.974090576172","50.415283203125","24.9150981903076","63.1836013793945","92.8374099731445","72.5401763916016","73.5748748779297","54.3330116271973","65.2461853027344","86.0276565551758","50.3063316345215","29.0001411437988","35.2214698791504","42.4323806762695","45.9308853149414","24.4710388183594","30.0999946594238","22.8931465148926","49.8579711914062","76.793701171875","24.9405326843262","45.5336112976074","58.4825668334961","72.0400772094727","51.802173614502"
"8","65.9496231079102","74.5250396728516","14.5165166854858","93.6180801391602","106.725105285645","50.1976432800293","24.7932643890381","62.9629745483398","93.127799987793","72.3511047363281","73.3063735961914","54.050910949707","65.1600570678711","85.250373840332","50.3146934509277","29.0666904449463","35.1638946533203","42.354564666748","45.7425537109375","24.2926006317139","30.3656826019287","23.3226451873779","49.5189208984375","76.6549530029297","24.5946960449219","45.1711883544922","58.1506614685059","71.8326873779297","51.7499237060547"
"9","66.5546569824219","75.4214019775391","14.6723299026489","94.7475128173828","108.154479980469","50.6938743591309","25.2370891571045","63.2326393127441","94.2603225708008","73.2800521850586","74.1958160400391","54.1315155029297","66.0212707519531","86.6628494262695","50.7245025634766","29.5385265350342","35.731575012207","42.9597587585449","46.5586547851562","24.7089538574219","30.2028427124023","22.3737564086914","49.8410186767578","77.5282669067383","24.7635974884033","46.0113487243652","58.8059463500977","72.8004837036133","52.376880645752"
"10","67.0983047485352","76.2247619628906","14.9579849243164","95.4411697387695","109.214996337891","51.3468017578125","25.6112957000732","63.8291625976562","95.1677627563477","74.0692520141602","74.8755187988281","54.5587043762207","66.4174499511719","87.3732757568359","51.3183097839355","29.6595153808594","36.0524406433105","43.3833923339844","46.7985610961914","25.0743179321289","30.6913681030273","22.3437919616699","50.5021820068359","78.0506134033203","25.0048789978027","46.382007598877","58.9850578308105","73.5608901977539","52.8645057678223"
