"","AMT","ARE","AVB","BXP","CBRE","CCI","CPT","CSGP","DLR","DOC","EQIX","EQR","ESS","EXR","FRT","HST","INVH","IRM","KIM","MAA","O","PLD","PSA","REG","SBAC","SPG","UDR","VICI","VTR","WELL","WY"
"1","195.546279907227","128.427261352539","177.133605957031","110.262489318848","50.5499992370605","113.876274108887","91.5206832885742","55.548999786377","105.285682678223","26.5871486663818","468.184600830078","66.3242721557617","255.737045288086","92.1984176635742","110.434638977051","16.0863304138184","24.5366077423096","24.6060962677002","15.2844219207764","103.286155700684","56.9140853881836","73.2535095214844","198.381820678711","57.1834716796875","223.38703918457","125.070533752441","39.3777465820312","17.731840133667","57.8179931640625","71.6424789428711","21.9266319274902"
"2","193.442626953125","124.44416809082","174.886489868164","108.117156982422","51.3499984741211","112.92813873291","90.2456817626953","56.0540008544922","103.827125549316","26.1159400939941","467.9267578125","65.6511917114258","253.263229370117","91.065803527832","109.982612609863","15.6723117828369","24.0667934417725","24.2356815338135","15.1006574630737","102.519996643066","56.1064643859863","72.2321472167969","196.76188659668","56.8725891113281","221.69499206543","124.493896484375","38.633487701416","17.5623054504395","56.6577835083008","70.812873840332","21.58815574646"
"3","192.876327514648","124.735382080078","175.172653198242","106.234016418457","50.689998626709","112.404174804688","90.0416641235352","55.3559989929199","103.877700805664","26.1958084106445","469.722595214844","65.8531036376953","251.591659545898","90.6347503662109","108.979911804199","15.4135522842407","23.9160957336426","23.8199024200439","14.9009141921997","102.287582397461","55.7414741516113","71.5838088989258","196.238265991211","56.3326644897461","222.27815246582","122.931022644043","38.4897117614746","17.1692905426025","56.5933227539062","71.1684188842773","21.3239765167236"
"4","189.514114379883","121.780181884766","172.033462524414","103.929763793945","50.0400009155273","110.823944091797","89.9396591186523","53.8440017700195","102.01448059082","25.740571975708","460.522277832031","64.7088775634766","248.366516113281","89.9247283935547","107.91968536377","15.3531732559204","23.9958782196045","23.3436603546143","14.8689584732056","101.108192443848","54.6775970458984","70.8555450439453","195.060165405273","55.6454734802246","218.272689819336","122.521308898926","38.1514091491699","16.7993984222412","55.9568061828613","70.5165710449219","21.1010799407959"
"5","185.010238647461","118.987747192383","169.399230957031","102.102264404297","49.7400016784668","108.50350189209","88.6306610107422","53.4720001220703","98.8528518676758","25.2374229431152","451.524566650391","63.6487655639648","243.402267456055","88.8005599975586","103.966499328613","15.3704223632812","23.4374179840088","23.0261631011963","14.501428604126","99.3261871337891","53.1943664550781","69.3989944458008","191.542190551758","54.1811370849609","213.655456542969","120.837013244629","37.3395118713379","16.6298599243164","55.1349754333496","68.628791809082","21.0102672576904"
"6","185.05517578125","120.842735290527","170.823852539062","102.486488342285","50.8300018310547","108.511795043945","88.7848358154297","54.2929992675781","99.1479415893555","25.3971519470215","458.809265136719","64.0963592529297","245.119277954102","89.2654495239258","105.62671661377","15.7106313705444","23.5172023773193","23.3436603546143","14.7011680603027","100.135414123535","53.9087982177734","70.4825210571289","193.931091308594","54.7292327880859","214.926818847656","121.337753295898","37.7031707763672","16.9563369750977","55.9326362609863","69.1028594970703","21.4395561218262"
"7","183.796585083008","121.731437683105","172.299392700195","103.262954711914","51.2999992370605","108.412010192871","89.418701171875","55.4059982299805","99.3081283569336","25.5409088134766","464.427093505859","64.3591384887695","248.145385742188","89.6796188354492","105.823921203613","15.893816947937","23.6944828033447","23.6611576080322","14.7650938034058","101.375068664551","53.735050201416","71.1397323608398","194.855651855469","54.5983543395996","214.936386108398","121.208786010742","37.9653549194336","17.2140808105469","55.7068824768066","69.0182113647461","21.7450084686279"
"8","181.863800048828","123.543304443359","171.561614990234","103.343032836914","52.3199996948242","108.220741271973","89.7527694702148","55.935001373291","98.7011032104492","25.2134628295898","465.025726318359","64.5456314086914","249.930389404297","89.349967956543","105.256851196289","15.8502063751221","23.7831268310547","23.2227077484131","14.5622758865356","102.03791809082","53.002685546875","70.979866027832","193.448455810547","54.5819778442383","215.079818725586","120.359046936035","38.1514091491699","17.4093360900879","55.348274230957","69.1959686279297","21.7945442199707"
"9","184.857406616211","124.47509765625","174.317687988281","105.032043457031","52.25","110.823944091797","91.2089767456055","56.0359992980957","100.437889099121","26.00412940979","474.235321044922","65.6392059326172","253.789505004883","90.7023620605469","106.843063354492","15.9112682342529","24.1554336547852","23.9030628204346","14.7813148498535","103.77685546875","53.8363494873047","72.4630584716797","198.406356811523","55.4246101379395","220.270614624023","122.870307922363","38.6081123352051","17.5655460357666","56.2855339050293","71.2530517578125","21.8936080932617"
"10","188.938766479492","125.795181274414","177.514724731445","106.496932983398","52.9500007629395","111.88020324707","92.271125793457","56.5499992370605","101.963882446289","26.3156070709229","477.928314208984","66.41064453125","256.432952880859","91.7081909179688","108.322425842285","16.1031799316406","24.3681774139404","24.1676464080811","14.919228553772","104.654930114746","55.0517654418945","73.3600616455078","202.562469482422","56.2917594909668","223.970184326172","125.207092285156","39.1240158081055","17.760799407959","57.4673194885254","72.1842422485352","22.1660404205322"
