"","CommunicationServicesAvg","IndustrialsAvg","UtilitiesAvg","EnergyAvg","FinancialsAvg","InformationTechAvg","ConsumerDiscretionaryAvg","RealEstateAvg","HealthcareAvg","MaterialsAvg","ConsumerStaplesAvg"
"1",89.7864089445634,110.174906654358,56.1006969583446,46.4248596688976,102.53180416537,105.599141590412,228.355238455993,102.390456845683,142.431943923708,82.1395067487444,74.4863600344272
"2",89.7930022586476,109.499373219808,56.2800061456088,46.7782496576724,102.058241414352,105.033250882075,225.865916325496,101.429449850513,142.989408841209,81.9213743209839,74.3078506057326
"3",90.1692629727451,109.091421572367,56.1894978819222,46.1627343219259,101.914626296137,104.74606145712,225.16066967524,101.114641989431,142.144461283608,81.9890216759273,74.3756275692502
"4",88.7323778759349,108.316951522827,55.9225711164803,45.7425821967747,101.096263858634,103.067854763911,222.576264977455,99.655812048143,141.674253312368,82.0472273826599,74.1825760506294
"5",88.4047664729032,108.244129244486,54.6942601368345,46.863021062768,100.525004977911,104.008972167969,221.254009998762,97.6933149522351,140.143023097326,81.7568273203713,73.2710363542711
"6",89.2931491678411,108.708243967692,54.8151772597741,46.507405737172,101.222740737485,105.097929250277,224.140644091826,98.611254753605,141.414668491909,82.223281962531,73.4241298469337
"7",89.8353905677795,109.883480580648,55.1214727204422,47.1548798187919,102.199453931459,106.03858771691,226.414884824019,99.1749804096837,142.697098459516,83.2135748522623,73.6978941221494
"8",90.6949425177141,110.070908279419,54.9941801202708,47.1875367371932,103.316600208551,108.018433292095,227.011873318599,99.1410004708074,143.413698256962,83.7939348902021,73.9952688990412
"9",91.4137858910994,109.984592208862,55.5928249687984,45.9536019615505,103.760299454273,108.033242489741,228.26993903747,100.905087624827,143.480007474385,83.5925536496298,74.5103096317601
"10",92.000590801239,110.749478225708,56.0985611882703,46.2482084191364,104.882931333193,108.820161482004,229.799909224877,102.285092415348,145.155859856378,84.3897662162781,75.6026245838887
"11",91.9351348009977,110.361635920207,55.9888459567366,46.4877758440764,105.066004914297,108.788542395372,228.976568313745,101.769095451601,144.299897890242,83.9914767060962,75.3463790996654
"12",91.1011757850647,109.534075291952,56.0468793079771,46.4002275466919,104.271219831117,107.883529149569,228.468354940414,102.217107280608,143.236931013683,83.0944292545318,75.4397036578204
"13",91.5694158293984,109.253375091553,56.1199295109716,46.482061220252,104.762004664247,108.532221456674,228.553601026535,102.813828714432,143.225477733309,82.5185718195779,75.1238050203066
"14",92.6803846792741,108.876960627238,56.2523627774469,47.2063722610474,104.776245224644,109.065059485802,230.143980723161,103.547684084985,143.620508860028,82.2598786013467,75.4622644991488
"15",92.6306741020896,109.473169759115,56.1956516134328,47.2060647632765,105.458880572252,109.3447191972,230.480631993367,102.54353286374,144.340450302003,82.56732743127,75.3860380327379
"16",93.0458732518283,111.304873835246,55.8279030240815,47.4255011599997,106.107617982676,110.590954002967,232.979923119912,102.113849762947,142.834358351571,83.1774985790253,75.7308964600434
"17",92.7613282203674,110.958799133301,55.9408144128734,46.7725583781367,106.003442146409,110.747367521433,232.628094819876,102.256989971284,142.692520928761,83.2043850081308,75.8526219548406
"18",92.5663021261042,111.489066085815,55.6770769316575,46.2730734037316,105.562185918781,109.795097571153,233.55869109814,101.83754041118,141.978355543954,83.6497289112636,76.0017337799072
"19",91.9169018918818,109.929357833862,55.9339190187126,45.4624297100565,104.847245176074,109.65803872622,231.969354647857,101.500016027881,141.830883994935,82.8312180382865,76.135495314727
"20",90.2467935735529,109.863492380778,56.4088493215627,45.5653889697531,105.625079289289,110.014876057551,232.928964963326,101.416838738226,142.944831272912,82.937793799809,76.5946196478766
"21",88.8971882733432,109.941149342855,55.572318142858,45.9256218619969,104.8716090565,109.43470225701,232.288371672997,99.7084583159416,141.4030227207,83.1282889502389,76.055553745579
"22",88.8517343347722,110.013806686401,55.4967647092096,46.1204849326092,105.024594924819,110.384061123775,231.822268742781,99.5652631944226,141.624389920916,82.7900436605726,75.6379719296017
"23",88.8505045283925,111.554233601888,55.2977663566326,46.2340704461802,105.533678793571,110.921529183021,230.348606476417,100.461414983196,142.698452510531,84.5875130380903,75.8732828191809
"24",90.0293396602977,112.649485448202,55.2731347906178,46.4880561413972,105.547800802849,112.73158462231,232.153960869862,100.558719727301,142.930625658187,84.7925267219543,75.7471483075941
"25",90.2303054115989,112.315652008057,55.105033085264,45.6692942329075,105.305135901545,111.48606407459,231.942533593911,99.9698382654498,140.622742001972,84.3196742875235,75.8252059833423
"26",91.3072071942417,112.450194600423,55.3887370537067,45.4827229043712,106.473767535787,112.169853709294,230.415780104124,100.239813404699,141.435049919855,84.5791231904711,76.4659836743329
"27",90.6494076902216,111.88653330485,55.6402172549017,45.0483174531356,105.751460652956,111.578770828247,229.713934797507,100.696857329338,141.983850524539,84.2800080095018,76.3274062904152
"28",90.1664838357405,112.297082621257,55.238187888573,45.9342505413553,105.099305743902,111.191353489802,228.494463920593,101.77351966981,141.851596166217,85.6962546961648,76.2487733170793
"29",89.178954818032,111.252238896688,55.0909659287025,46.026719176251,104.604241465179,109.557134789687,227.691568007836,101.419914307133,140.30829347883,84.6825854437692,75.1294135016364
"30",88.6790419491854,109.198215993245,55.6744755054342,44.7859725122866,103.49175360505,109.159835213881,226.367671948213,102.094642362287,140.793157123384,83.8519603524889,74.5973723128035
"31",88.1158766746521,108.299524586995,55.649511929216,44.1396709110426,102.935605989376,107.108771793659,224.779555421609,102.751544890865,139.627748852684,83.2219497816903,74.5399563248093
"32",85.5953967788003,105.314657872518,54.8418375541424,42.3749299256698,99.5633787907345,103.086329005315,219.320450782776,100.568367650432,135.495755664886,81.6008673395429,72.7850038167592
"33",87.0108872326938,107.603861999512,55.5234300350321,42.1698704595151,101.337685182061,104.909809934176,222.249302231348,101.873919179363,138.198227609907,81.3205630098071,73.4176061475599
"34",87.2937258807096,107.999420776367,55.6426555041609,41.8874833065531,101.724044853533,105.37157259721,224.988713007707,102.93755555922,138.203402897668,82.1660477433886,74.2376878583753
"35",88.7876793254505,110.205761311849,56.2695511785047,43.2202653884888,103.64969339505,108.422477678152,230.591795545358,104.68022700279,140.63265008775,83.9791465146201,75.3456428115432
"36",87.930588202043,109.08781463623,56.2689838409424,42.9266335860543,103.338424951258,107.102945401118,229.092105067693,104.979143696447,140.45879106673,83.4813188484738,74.8770455540837
"37",87.1543549190868,107.69837600708,56.1724637787918,42.474280025648,101.591541370875,105.654804009658,226.187960322087,104.977414377274,138.633528815375,82.2318031447275,74.5084827010696
"38",87.806707165458,108.943782780965,56.2749055993968,42.992834298507,103.130397648878,107.504648487385,229.6086518306,105.035919343272,140.850887949505,83.2381176948547,75.3263925603918
"39",85.1997991041704,105.733115997314,55.7048103069437,41.2127346785172,99.8522843105692,103.987711921105,223.817367957189,103.345774558283,136.494207700094,80.8510429518564,73.9735377543681
"40",85.5195996544577,106.053541285197,56.4884466960512,41.087651418603,100.756429887154,104.172065661504,224.171647466146,104.844404497454,137.12190043737,80.9584647587367,74.8218638961379
"41",86.6761667945168,108.068416366577,56.7178277640507,41.7411821614141,102.290752303432,106.278507658151,226.088311296243,105.554771977086,138.801017185998,82.4369243213108,75.7073952442891
"42",87.7725094448436,109.282793731689,56.9527269231862,42.8349314150603,103.322016648843,107.410357123155,228.680212360162,106.414869862218,140.03307278951,83.0667553288596,77.0116395177068
"43",87.2832583080639,108.684295196533,56.8606705501162,42.4453597276107,102.469308208412,107.001055702796,228.817175397506,105.665590286255,138.691027807811,82.0731113638196,76.1707190436286
"44",87.6604015176947,109.517166849772,57.2908385704304,42.7147019427756,103.346467139016,108.451060163058,230.845733220761,106.227205091907,139.861831710452,82.6271611622402,76.9890435193036
"45",87.4032334414395,109.502043940226,57.2789375370946,42.334702782009,103.539246720327,108.594041927044,231.740193293645,106.612893596772,138.870465354314,82.1646399497986,77.4776408221271
"46",85.4738390228965,106.663806533813,56.5598976858731,40.5976472937542,101.020724054793,105.702406619145,225.367015215067,105.325631572354,135.645666652256,79.98081776074,76.0258042103535
"47",86.9144040021029,107.437574335734,57.2746642540241,40.6884388301683,102.012638280089,106.81672162276,228.025112638107,106.489045235418,136.711326372056,80.2845817804336,76.9510510934366
"48",86.601842880249,107.082476501465,57.3015578039761,40.2935740014781,102.049018832999,106.726993604807,227.73073555873,106.139079863025,135.746892474947,80.2659717287336,76.7799843453072
"49",86.8593443523754,108.042862319946,57.2137129882286,41.1515367756719,102.494482416502,106.473767852783,230.173912690236,106.301019637815,136.512781839522,80.9698417697634,77.5520662874789
"50",88.0238078724254,109.855876744588,57.6286680287328,41.9760516208151,103.406990588551,108.463610032889,232.308388104806,107.027002580704,138.157921685113,81.8937720741544,78.1050228428197
"51",88.0058145089583,110.239539311727,57.6930640648151,41.993913774905,103.635933943198,108.453055235056,229.552562805322,107.105859941052,138.428125018165,82.446833729744,78.1491668288772
"52",87.3919192660939,108.462004343669,58.6238483231643,41.8034005372421,102.936678832685,107.247773801363,227.99495277038,108.252561446159,137.317270233518,82.0546038661684,78.5960684595881
"53",88.8186268372969,109.751342315674,58.709734094554,42.433112061542,104.006320402656,109.029890808692,231.271707167992,108.911822257503,137.223807380313,82.9158589669636,79.2164126731254
"54",89.3888138424267,111.745777359009,57.9961997722757,43.0383875888327,105.704175398383,111.245656042833,232.531321543914,107.888627759872,138.898049596756,83.1354237965174,78.948742995391
"55",89.4017081694169,111.870292841593,57.7007174327456,43.155846927477,106.045090635058,111.143479215182,233.747916349998,108.237624137632,139.057443755014,83.6652637890407,79.4333054310567
"56",89.2645631703464,111.4532741038,57.2163330933143,44.1422907787821,105.206640888268,109.650288141691,236.483886608711,106.878273502473,137.101825865488,83.1255093812943,79.0106299632305
"57",88.7971339659257,111.909520645142,57.2321091027095,44.7108563132908,103.826888796309,108.172584254925,235.070273729471,105.426630943052,137.593645277477,83.9953051294599,78.5217523832579
"58",88.9709054773504,112.731102727254,57.7252995392372,44.7825348480888,104.251287003638,109.15706078456,236.145756684817,105.272581838792,139.127885031322,84.9361222130912,78.6571278958708
"59",89.2077866034074,113.057807846069,57.8489509779832,44.3281922962355,105.113840774751,109.670210897006,235.736551834987,106.044248796278,138.928589079115,85.4761810643332,78.6874438620903
"60",89.3221754160794,113.434463907878,57.648168070563,44.7875659776771,105.180045880062,109.229861567571,234.969049444565,104.855765219658,138.87099202474,86.3714534214565,78.4342851381044
"61",89.1313424110413,113.441179784139,57.7574162647642,46.9179741817972,105.05694109957,109.328100043077,233.062686489179,106.084077065991,139.002449974181,84.9773009163993,77.8050395346977
"62",89.7036082961342,113.577659200033,58.2494514399561,45.827173564745,105.98396099789,110.211952092097,235.863763891734,107.562591275861,139.261647935898,85.6286676270621,78.3955261127369
"63",89.2536580345847,113.326963933309,58.5234683793166,45.5766849517822,106.093682544332,110.156377616295,236.825220126372,107.351801072398,139.181717706105,85.7540849958147,78.4954712326462
"64",89.0645526539196,112.845459213257,58.7757133944281,45.3337087216584,105.918327009174,110.197599029541,235.799860495788,107.643910623366,139.93294646248,85.9070388248989,78.3638957771095
"65",87.7819149277427,112.148191121419,58.9734233987743,45.3424056094626,105.060325850903,109.448928055396,234.179806214112,107.352103387156,140.770226887294,85.5452485765729,78.112781730858
"66",87.2554903897372,112.064169158936,59.0557077999773,45.4177531366763,105.074610065406,109.727860245338,231.524785894614,107.873128337245,140.197248579964,85.4622663940702,78.3321995090794
"67",85.7361139384183,111.222280832926,59.7045066110019,44.5836930896925,104.548725249062,108.371054297227,229.539382852041,107.618022795646,138.642484452989,84.8126887253352,78.5169156564249
"68",86.5412744608792,112.37774772644,59.7083814555201,44.5689842804619,105.046341640849,109.715785261301,230.793767158802,107.651849869759,138.391033445086,85.3893762486322,78.4933685612034
"69",85.6806500608271,112.577164764404,59.9418697028324,43.9403511544933,104.712581419609,109.992492881188,230.742867222199,108.554228228907,137.227286505321,85.3965255022049,78.8783959053659
